input,input_fr,input_wo,label
Why do you need to know so much about me for my account?,Pourquoi avez-vous besoin d'en savoir autant sur moi pour mon compte ?,Lu tax ngeen bëgga xam lu bari ci man ngir sama kont ?,why verify identity
I've lost my card. What can I do about that?,J'ai perdu ma carte. Que puis-je faire ?,"dama ñakk sama kàrt, lan laa mëna def?",lost or stolen card
Why was I charged for payments? You didn't warn me about additional fees.,Pourquoi m'a-t-on facturé des paiements ? Vous ne m'avez pas prévenu des frais supplémentaires.,Lu tax ñu teg ma ay payoor? Waxuléen mawoon ni amna ay fere yu yokku?,card payment fee charged
"How can I close my account, I don't want it.","Comment puis-je fermer mon compte, je n'en veux pas.","Naka laa mëna tëjjee sama kontu, bëggatuma ko.",terminate account
Are there any charges for topping up my card?,Y a-t-il des frais pour recharger ma carte ?,Ndax am na ay fere ngir sarse sama kàrt?,top up by card charge
"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.","Combien de temps prennent réellement les virements européens ? J'ai récemment acheté quelque chose en ligne il y a quelques jours, j'ai immédiatement envoyé l'argent en ligne, mais le vendeur dit qu'il n'est toujours pas là.","ñaata waxtu la yónnee xaalis  Orop di def? Bu yàggul jënd naa dara ci net bi fan yu néew ci ginnaaw, si saa si laa yónnee xaalis bi ci net bi waaye jaaykat bi ni ma ba leegi ñëwul.",card payment fee charged
Whats the maximum disposable virtual cards?,Quel est le nombre maximal de cartes virtuelles jetables ?,Lan mooy limu kàrti xarala yi yemb ?,disposable card limits
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,"Après avoir examiné mes transactions des deux derniers mois, j'ai remarqué un débit assez important que je n'ai pas effectué. Je sais que cela fait un moment, mais puis-je encore le contester ?","Ginnaaw ba ma xoolaatee samay jokkalante ci wàllum koppar ci ñaari weer yi weesu, gis naa ci xaalis bu takku bu ñu ci jël, te du man, Xam naa ne booba ak léegi yàgg na, waaye ndax mën naa ko jéebaane ba tay ?",direct debit payment not recognised
What is the return policy?,Quelle est la politique de retour ?,Lan mooy politiku dellu?,request refund
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?","J'ai tenté de recharger ma carte ce matin, mais la transaction a échoué. J'ai reçu la carte il y a deux jours et j'ai réussi à l'utiliser auparavant. Pourriez-vous m'aider s'il vous plaît?","Jéem naa sarsewaat sama kàrt ci suba, waaye jëflante bi da lajj. Ñaari fan ci ginaaw lañu ma jox kàrt bi, te mënoon naa ko jëfandikoo bu njëkk. Ndax mën ngeen ma dimbali ngir yàlla?",top up failed
Are there any fees when exchanging to foreign currencies?,Y a-t-il des frais lors de l'échange de devises étrangères ?,Ndax ci weccoo xaalis bi dafa amoon ay fere ?,exchange charge
with what can I verify my identity?,avec quoi puis-je vérifier mon identité ?,Lan laa mëna saytoo sama dàntite?,verify my identity
"If someone sends me money, will I be charged?","Si quelqu’un m’envoie de l’argent, serai-je facturé ?","Su ma kenn yónnee xaalis, ndax da ñu may feyeeku ?",top up by bank transfer charge
"I have a cash withdrawal that says it's pending, why?","J'ai un retrait d'espèces qui indique qu'il est en attente, pourquoi ?","Am naa xaalis bu ma war a jël waaye dañu ma wax ma néggandiku, lu tax ?",pending cash withdrawal
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?","Je suis allé retirer de l'argent à un distributeur, mais l'application indique que le retrait est toujours en attente. Comment est-ce possible alors que j'ai déjà l'argent sur moi ?","Dama demoon jël xaalis ci ab GAB, waaye aplikaasiyoŋ bi dafa ma won ne ba tay jàllagul. Naka la loolu mënee nekk ndax jël naa xaalis bi ba noppi ?",pending cash withdrawal
Where can I get money from my card?,Où puis-je retirer de l'argent de ma carte ?,fan laa mëna jële xaalis ci sama kàrt?,card linking
Is it possible to order a virtual card?,Est-il possible de commander une carte virtuelle ?,Ndax mën nañu santaane kàrt wirtiyel?,getting virtual card
I have a transfer that is pending.,J'ai un transfert en attente.,Dama am ab yónnee bu xaarandi,pending transfer
I have a fee listed for a transfer.,J’ai des frais indiqués pour un transfert.,Amnaa ay fere ci xaalis bi ma yónnee.,transfer fee charged
Are there fees for using an international card to top up?,Y a-t-il des frais pour l'utilisation d'une carte internationale pour recharger ?,Ndax amna ay fere jëfandikoo kàrt réew ak réew ngir sarse?,top up by card charge
Can I transfer my paycheck to the account?,Puis-je transférer mon chèque de paie sur le compte ?,Ndax mën naa toxal sama sek ci kont bi?,receiving money
why must I prove ID,pourquoi dois-je prouver mon identité,Lu tax ma war a xamle man la kan ?,verify my identity
Please explain why my top-up didn't go through.,Veuillez expliquer pourquoi ma recharge n’a pas été retenue.,Baalnu nga leeral lu tax xaalis bima dugal teyewuñu ko.,top up failed
"found card, how to put it back in app","carte trouvée, comment la remettre dans l'application","gis naa kart bi, naka  lañu koy delloo ci aplikaasioŋ bi",card linking
"Hi, I'm buying my son Bertie a starter home in London.  I'm just trying to send the 5% deposit over to the agent. It's only £200,000 but seems to be throwing an error.  What is going on?  If I wait any longer the house prices might rise, can you look in to it please?","Bonjour, j'achète une première maison à Londres pour mon fils Bertie. J'essaie juste d'envoyer l'acompte de 5 % à l'agent. Il ne s'agit que de 200 000 £, mais il semble qu'une erreur se produise. Que se passe-t-il ? Si j'attends plus longtemps, les prix des maisons pourraient augmenter, pouvez-vous vous renseigner ?","Salaam, jëndal  naa sama doom Bertie këram gu jëkk ca Londar. Damay jéema yonnee 5% ci xaalis bi . Mingi nekk 200000F waaye njuumte daa am. Lu xew, Sudee  xaar naa lu yàgg njëgu kër yi mën naa yokk, ndax mën ngama leerlul?",failed transfer
What is the source of the money in my account?,Quelle est la source de l’argent sur mon compte ?,Fan la xaalis bi ci sama kont jóge ?,verify source of funds
I want to top up my account. Can I do it with Google Pay?,Je souhaite recharger mon compte. Puis-je le faire avec Google Pay ?,Dama bëgga sarse sama kont. ,card payment wrong exchange rate
What is the present state of the exchange rate?,Quel est le taux de change actuel ? ,Luy njëgu weccoo xaalis bi fi nekk?,exchange via app
show me how to top up,montre-moi comment recharger,won ma naka lañuy sarsee?,topping up by card
I didn't see the money I added to my card.,Je n'ai pas vu l'argent que j'ai ajouté à ma carte.,"Gisuma xaalis bi ma yokk ci sama kàrt.
",automatic top up
What's the fee for exchange of foreign currencies?,Quels sont les frais de change pour les devises étrangères ?,Yan ñooy ferey weccoo xaalisu bitim-réew ?,exchange charge
Can I get an item refunded?,Puis-je me faire rembourser un article ?,Ndax mën nañu ma delloo xaalis ci benn mbir?,request refund
Is it possible to change my address?,Est-il possible de changer mon adresse ?,Ndax mën naa soppi sama dëkkuwaay?,edit personal details
Can I get a card although I'm not in the UK,Puis-je obtenir une carte même si je ne suis pas au Royaume-Uni ?,Ndax mën naa am benn kàrt doonte nekkuma Rwayom-Uni ?,transfer fee charged
My cash received does not match what has been requested,Mon argent reçu ne correspond pas à ce qui a été demandé,sama xaalis bi ma jot bokkul ak li ma laajoon.,contactless not working
How do I cancel a transaction?,Comment annuler une transaction ?,naka lañuy fommee ab  jëflante?,cancel transfer
The refund doesn't show in my account,Le remboursement n'apparaît pas sur mon compte,Bor bi ñu ma fey feeñul ci sama kont.,Refund not showing up
Where can I find the top up verification code?,Où puis-je trouver le code de vérification de rechargement ?,Fan la mën a gisee kodu cambaru xaalis bi ma dugal coi kont bi.,verify top up
Why was my top up cancelled?,Pourquoi ma recharge a-t-elle été annulée ?,Lu tax nu fommal sama duggal xaalis?,balance not updated after cheque or cash deposit
Any chance of getting the card outside the UK?,Y a-t-il une chance d'obtenir la carte en dehors du Royaume-Uni ?,Ndax mënees na ame kàrt bi feneen fu dul Royaune Uni ?,country support
Is a physical card also available,Une carte physique est-elle également disponible,Ndax kàrt dëgg bi itam jàppandi na?,transaction charged twice
The ATM cancelled a transaction on me when I was trying to get some cash out.,Le distributeur automatique a annulé une transaction alors que j'essayais de retirer de l'argent.,"Bi may jéem a jël xaalis, GAB bi dafa ko niilal",declined cash withdrawal
why has a transaction to a friend been delayed?,pourquoi une transaction vers un ami a-t-elle été retardée ?,Lu tax ñu yeexal jëflante bi jëm ci benn xarit?,declined cash withdrawal
For some reason I am unable to preform a transfer to a beneficiary.,"Pour une raison quelconque, je ne suis pas en mesure d’effectuer un transfert à un bénéficiaire.",Ndax yenn sabab yu tax mënu ma toxal xaalis ci benn benefiseer.,beneficiary not allowed
Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,Existe-t-il un moyen d'annuler un transfert récent ? Je n'avais pas l'intention de le faire et je dois m'assurer qu'il ne soit pas effectué.,"Ndax amna anam bu ñu mëna fommale ab toxal bu bees? Bëggumawoon def lii, te dafa wara leer ni defuñu ko?",card arrival
I think a fee was applied for paying with a card.,Je pense que des frais ont été appliqués pour payer avec une carte.,Dama yaakaar ne dañu ma teg ay fere ci peyoor bi ma defe ak kàrt,card payment fee charged
I did a transfer but it is still pending.,J'ai effectué un transfert mais il est toujours en attente.,Def naa ab yonnee waaye ba leegi demul?,pending transfer
Why does my identity need verification?,Pourquoi mon identité doit-elle être vérifiée ?,Lu tax ñu wara saytu sama dàntite?,why verify identity
Can you please tell me how long it takes for the transfer to be available.,Pouvez-vous s'il vous plaît me dire combien de temps il faut pour que le transfert soit disponible.,Ndax mën ngeen ma wax ñaata waxtu lañu war a toog ngir xaalis bu ñu yónnee yegsi ci kont bi ?,transfer timing
Is there anything to do because my phone was stolen?,Y a-t-il quelque chose à faire car mon téléphone a été volé ?,Lan laa war a def ndax dañu sàcc sama telefon,lost or stolen phone
I am confused why there is cash I did not accept in my account,Je ne comprends pas pourquoi il y a de l'argent liquide que je n'ai pas accepté sur mon compte,Xamuma lutax mu am xaalisu teew buma nangu wul ci sama kont.,cash withdrawal not recognised
I checked the app and my balance has not been updated for the cash or cheque deposit.,J'ai vérifié l'application et mon solde n'a pas été mis à jour pour le dépôt en espèces ou par chèque.,Saytu naa aplikaasioŋ bi te yeesalagul sama tolluwaayu xaalis  ngir dugël xaalis bu weex wala dugël sek.,balance not updated after cheque or cash deposit
I need to terminate my account immediately.,Je dois résilier mon compte immédiatement.,Dama wara dàkkal sama kont leegi.,terminate account
What do I have to do to get the virtual card to work?,Que dois-je faire pour que la carte virtuelle fonctionne ?,Lan laa wara def ngir kàrt wirtiyel bi di dox?,virtual card not working
There are transactions that I don't recognize. What do I do if I think someone is using my card?,Il y a des transactions que je ne reconnais pas. Que faire si je pense que quelqu'un utilise ma carte ?,Amna ay jëflante yu ma xàmmeewul . Lu may def sudee daa am ku jëfandikoo sama kàrt.,compromised card
"When I tried to transfer funds to my friend today I was unable to do so, why?","Lorsque j'ai essayé de transférer des fonds à mon ami aujourd'hui, je n'ai pas pu le faire, pourquoi ?","Bi may jéem a yónnee xaalis sama benn xarit, mujjewul àntu, lu ko waral ?",failed transfer
"There are transactions that I don't remember making, i think someone might have gotten my card details and is now using it.","Il y a des transactions que je ne me souviens pas avoir faites, je pense que quelqu’un a peut-être obtenu les détails de ma carte et l’utilise maintenant.","Amna ay jëflante xaalis yu ma fàttaliku ni defuma ko, jàpp naa ni amna ku am leeral ci sama kàrt te diko jëfandikoo leegi.",compromised card
