input,input_fr,input_wo,label
The ATM keeps declining my Transaction . I tried two different ATMs already can you please check if everything is okay with my account?,Le distributeur refuse sans cesse ma transaction. J'ai déjà essayé deux distributeurs différents. Pourriez-vous vérifier si tout va bien sur mon compte ?,GAB bi moo ngi wéy di gàntal sama jokkalante bi. Jéem naa dem ci ñaar yu bokkul. Xoolalleen ma ndax sama kont amul benn jafe-jafe ?,declined cash withdrawal
Let me know what the steps for the identity checks are,Dites-moi quelles sont les étapes des vérifications d'identité,Leeralal leen ma yan ñooy yooni cambarug dàntite bi ?,verify my identity
Why did I get charged for a withdrawal?,Pourquoi ai-je été facturé pour un retrait ?,Lu tax ñu feye ku  ma ab génne xaalis?,cash withdrawal charge
My card has gone missing.,Ma carte a disparu.,Sama kàrt dafa réer ,lost or stolen card
How can I link my bank to my top up account?,Comment puis-je lier ma banque à mon compte de recharge ?,Naka laa mëna lëkkalee sama bànk ak sama kontu sarse?,transfer into account
I got a strange fee when I used the ATM.,J'ai reçu des frais étranges lorsque j'ai utilisé le distributeur automatique de billets.,Dagg nanu ma ay fere yu doy waar bi may jël sama xaalis ci GAB bi ,cash withdrawal charge
I want to have multiple currencies in my account if possible.,Je veux avoir plusieurs devises sur mon compte si possible.,Dama bëgga gis xaalis bu bari ci sama kontu su mënee nekk.,fiat currency support
Why has my money been returned back to my card.,Pourquoi mon argent a-t-il été reversé sur ma carte ?,Lutax ñu delloo sama xaalis ci sama kart?,reverted card payment?
WHAT IS THE MAIN REASON OF THIS PROBLEM,QUELLE EST LA RAISON PRINCIPALE DE CE PROBLÈME,Lan mooy sababu jafe-jafe bii ?,card not working
What works for identity verification?,Qu’est-ce qui fonctionne pour la vérification d’identité ?,Lan mooy dox ngir saytu dàntite?,verify my identity
How can I get funds into my account from my American Express?,Comment puis-je transférer des fonds sur mon compte à partir de ma carte American Express ?,Nan laa mëna yónnee xaalis ci sama kont liko dalee ci sama kart senegaal ekspres?,supported cards and currencies
Why is there a direct debit set up in my name?,Pourquoi un prélèvement automatique est-il mis en place à mon nom ?,Lu tax mu am ag ndëkkaale ci sama tur ?,direct debit payment not recognised
What value can I get for my currency?,Quelle valeur puis-je obtenir pour ma devise ?,Ban dayo laa mëna am ci sama xaalis?,exchange rate
Am I going to be charged for receiving  money?,Vais-je être facturé pour avoir reçu de l'argent ?,Ndax dinañu ma fayeeku ci xaalis bi ma jot?,top up by bank transfer charge
Which US cards have top up charges?,Quelles cartes américaines ont des frais de recharge ?,Yan ñooy kàrti Amerig yi làmboo ak ay fere sarsamã ?,top up by card charge
"On a card payment, why is there a fee?","Lors d'un paiement par carte, pourquoi y a-t-il des frais ?",Lu tax peyoor ak kàrt di am ay fere ?,card payment fee charged
"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France.","Le code PIN de votre carte peut être modifié à n'importe quel distributeur automatique Visa ou MasterCard doté de services de code PIN, à l'exception des pays tels que la Belgique, le Luxembourg, l'Autriche, l'Allemagne, l'Espagne et la France.","Kodu PIN bu sama kàrt ndax mënu nañu ko soppi ci bépp gab wiisa walla kàrt master lëkkaloo ak ay serwiisu kod pin, ba mu des réew yii belsik, luksaambur, fraas, almaañ espaav, otris?",change pin
What's the process to receive a second card?,Quelle est la démarche pour recevoir une deuxième carte ?,Lan mooy jéego  yi ngir am  ñaareelu kàrt?,getting spare card
My daughter needs an acount.,Ma fille a besoin d'un compte.,Sama doom ju jigéen daa soxla kont.,age limit
I need a physical card.  What are the fees?,J'ai besoin d'une carte physique. Quels sont les frais ?,Dama yittewoo ab kàrt. Yan ñooy fere yi ?,order physical card
Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,"S'il vous plaît, aidez-moi car mon paiement en ligne est refusé depuis hier alors que j'essaie d'acheter quelque chose en ligne.","Ngir yàlla, dimbali ma ndax sama payoor ci net bi dañu ko bañ démbu ba leegi ginnaaaw bima jéemee jënd dara ci net bi.",declined transfer
Is currency exchange possible?,Est-il possible d'échanger des devises ?,Ndax mënees na weccoo xaalis ?,exchange via app
Do I pay extra for exchange?,Dois-je payer un supplément pour l'échange ?,Ndax dafa am lu ma war a feyaat ngir weccoo xaalis bi ?,exchange charge
What is the top up code for?,À quoi sert le code de recharge ?,Lan la kodu sarsamã di jariñ ?,verify top up
How do you come up with your exchange rate,Comment calculez-vous votre taux de change ?,Naka ngeen di xaymaa seen dayo weccoo xaalis ?,exchange rate
Which flat currencies are supported for holding and exchange?,Quelles devises fixes sont prises en charge pour la détention et l'échange ?,Yan ñooy xeeti xaalis yi nga xam ne seen dayo du soppiku te ngeen koy jëfandikoo ngir denc gi ak weccoo bi ?,fiat currency support
How long do European transfers take?,Combien de temps prennent les virements européens ?,Yónnee tugal yi ñaata waxtu lay jël ?,transfer timing
What do I need to do to transfer money with my credit card?,Que dois-je faire pour transférer de l'argent avec ma carte de crédit ?,Lan laa wara def ngir yónnee xaalis ak sama kart kredi?,topping up by card
"I have been waiting for my transfer, shouldn't it be here already?","J'attends mon transfert, ne devrait-il pas déjà être là ?","Maa ngi xaar xaalis bi ñu war a dugalal, ndax warul woon a yegsi bu yàgg ?",transfer timing
I tried the wrong PIN too many times.,J'ai essayé le mauvais code PIN trop de fois.,Dama bareel dugal kod PIN bu baaxul bi ,pin blocked
This transaction needs both a Visa and a Mastercard.,Cette transaction nécessite à la fois une carte Visa et une Mastercard.,Jëflante boobu dafay laaj nga am Visa ak Mastercard.,visa or mastercard
"I want a card, but I'm not in the UK- can I get one still?","Je veux une carte, mais je ne suis pas au Royaume-Uni. Puis-je quand même en obtenir une ?","Dama bëgg benn kart, waaye nekkuma senegaal. Ndax mën naa am benn?",country support
Where is the PIN number found?,Où trouve-t-on le code PIN ?,Fan laa mëna gise baatu ubbikaay bi?,get physical card
Will there be extra charges regarding to adding money into my international card?,Y aura-t-il des frais supplémentaires pour ajouter de l’argent à ma carte internationale ?,Ndax dina am yeneen njëg ngir yokk xaalis ci sama kàrtu diggànte ñaari réew?,top up by card charge
I am not recognized by the app.,Je ne suis pas reconnu par l'application.,Aplikaasiyoŋ bi xàmmeewuma. ,unable to verify identity
Is there a limit to using a disposable virtual card?,Existe-t-il une limite à l’utilisation d’une carte virtuelle jetable ?,Ndax jëfandikoo ab kàrtu xarala jëfandiku-sànni dafa am ab àpp ?,disposable card limits
The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined.,"Mon premier paiement en magasin n'a pas été traité. J'ai donc dû retenter. La deuxième fois, ça a fonctionné. Il semble maintenant que j'ai été débité deux fois. Après avoir consulté l'application, je vois un débit en attente. Veuillez supprimer ce montant, car il est clairement inexact et a été refusé.","Peyoor bi ma njëkk a defe ak sama kàrt tay ci suba ci ab màngasin jàllul, te it jéemaat naa. Ci ñaareelu yoon bi la peyoor bi jàll. Waaye dafa mel ne dagg nanu ma ñaari yoon. Ginnaaw bi ma xoolee aplikaasiyoŋ bi, gis naa peyoor bu nekk ci pekku négandiku. Far leen beneen limu xaalis bi nekk ci pekku négandiku ndax jarul yoon.",transaction charged twice
How long does a top-up take to go through?,Combien de temps faut-il pour qu'une recharge soit effectuée ?,Ñaata waxtu la ab sarsamã war def ngir jàll ?,pending top up
"I ordered something, and now I have buyer's remorse. Since what I ordered hasn't come yet, can you just cancel the payment since I already know I want a refund for it?","J'ai commandé quelque chose et je regrette. Puisque ce que j'ai commandé n'est pas encore arrivé, pouvez-vous simplement annuler le paiement, car je sais déjà que je veux un remboursement ?","Dama komànde loo xam ne fi mu ne sama xel dafa ciy sikka-sàkka. Segam li ma komànde yegseegul, ndax mën ngeen a neenal peyoor gi ndax dama bëgg ku ma delloo sama xaalis.",request refund
I used my card to make a payment and wondered why the payment was reverted?,J'ai utilisé ma carte pour effectuer un paiement et je me suis demandé pourquoi le paiement avait été annulé ?,Dama jëfandikoo sama kàrt ngir def ab payoor te laaj naa lu tax ñu fomm payoor b?,reverted card payment?
Why is the exchange rate wrong for my cash withdrawal?,Pourquoi le taux de change est-il erroné pour mon retrait d'espèces ?,"Lu tax ci xaalis bi ma jël, dayo wecce bi jaarul yoon.",wrong exchange rate for cash withdrawal
Am I able to change my PIN at certain cash machines?,Puis-je modifier mon code PIN à certains distributeurs automatiques de billets ?,Ndax mën naa soppi sama kod PIN ci yenn gab yi ?,change pin
I think my card is broke?,Je pense que ma carte est cassée ?,Dama yaakaar ne sama kàrt bi dafa damm,card not working
"I made a big purchase that I regretted and cancelled, the merchant said that my refund was submitted. Can you confirm to me that all of my money was truly returned to me?",J'ai effectué un achat important que j'ai regretté et annulé. Le commerçant m'a indiqué que mon remboursement avait été effectué. Pouvez-vous me confirmer que j'ai bien été remboursé ?,"Dama amal njënd mu jéggi dayo, moo xam ne sax réccu naa ko ba xàcc ko, jaaykat bi ne ma xamle na ne dañu ma war a delloo sama xaalis. Ndax mën ngeen ma firndéel ne delloo nañu ma sama xaalis bi yépp ?",Refund not showing up
I need a refund for something I bought.,J'ai besoin d'un remboursement pour quelque chose que j'ai acheté.,Dama bëgg ñu delloo ma xaalis bi ma jëndewoon benn afeer,request refund
I need to report a stolen card,Je dois signaler une carte volée,Dama wara yëgle ab kart buñu sàcc,lost or stolen card
There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,Il y a un virement en attente sur mon compte et je voulais savoir combien de temps il va falloir pour qu'il soit effectué.,Amna toxal buy xaar ci sama kontu te bëggoon naa xam ñaata waxtu la wara xaar ngir ñu def ko.,pending transfer
How do I add my new card to the app?,Comment ajouter ma nouvelle carte à l'application ?,Naka laa mën a lëkkalee sama kàrt ak aplikaasiyoŋ bi ?,card linking
I'm not happy with the services I'm getting with this company. Can you please delete my account?,Je ne suis pas satisfait des services que j’obtiens avec cette entreprise. Pouvez-vous s’il vous plaît supprimer mon compte ?,"Kontaanuma ci serwiis yimay jot ci liggéeyukaay bii. Ndax mën ngeen dindi sama kontu?
",terminate account
Why was my atm withdrawl declined,Pourquoi mon retrait au guichet automatique a-t-il été refusé ?,Lu tax ñu gàntal sama njëlum koppar ?,declined cash withdrawal
My card activation attempt failed.,Ma tentative d'activation de carte a échoué.,Jéemantu gi ngir doxal sama kàrt àntuwul ,activate my card
How can I verify my source of funds?,Comment puis-je vérifier la source de mes fonds ?,Nan laa mëna xoolee fu sama xaalis bawoo?,verify source of funds
Please send me a disposable virtual card.,S'il vous plaît envoyez-moi une carte virtuelle jetable.,"Ngir yàlla, ynnee ma ab kàrt wirtuyel buñuy jëfandikoo benn yoon kese?",get disposable virtual card
How do I switch to a different currency?,Comment puis-je passer à une autre devise ?,Naka laay mëna jàllee ci benenn xaalis?,exchange via app
What are the fees for using transfer to top off my account?,Quels sont les frais liés à l'utilisation d'un virement pour recharger mon compte ?,Yañ ñooy fere yi laale ak dugal xaalis ngir sarse sama kont ?,top up by bank transfer charge
is there something blocking me from making transfers,y a-t-il quelque chose qui m'empêche d'effectuer des transferts,Amna lumay tere def ay yóonee xaalis,beneficiary not allowed
I did a transfer but its still pending,J'ai effectué un transfert mais il est toujours en attente,Yónnee xaalis waaye ba tay jàllagul,pending transfer
